title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin,material_confidence,secondary_materials,packaging_type,packaging_materials,packaging_weight_ratio,inferred_category,origin_confidence,estimated_lifespan_years,repairability_score,size_category,quality_level,is_eco_labeled,is_amazon_choice,pack_size,estimated_volume_l,weight_confidence
office chair,Bamboo,1.83,Ship,Medium,D,0.79,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,1.3,Land,Low,D,1.56,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,0.15,Land,High,A,0.16,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,0.67,Land,High,C,0.75,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.89,Ship,High,D,1.91,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,0.41,Air,Medium,F,0.55,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,0.21,Ship,Medium,B,0.08,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Other,0.55,Ship,Medium,D,0.4,INDIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.11,Ship,High,C,1.12,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,0.23,Ship,Low,A,0.22,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,0.27,Ship,High,B,0.24,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,1.33,Land,High,D,1.49,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,0.24,Land,High,C,0.3,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,0.51,Ship,High,F,0.46,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,1.1,Ship,Low,D,1.06,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,0.66,Land,High,B,0.69,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,1.89,Air,Medium,F,2.98,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,0.29,Air,Medium,F,0.33,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,1.48,Ship,Medium,D,0.75,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.49,Land,High,D,1.88,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,1.96,Ship,Medium,D,0.71,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.5,Ship,High,D,1.51,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,0.68,Ship,High,D,0.61,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,0.25,Land,High,C,0.32,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,0.82,Air,Low,F,2.46,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,1.21,Air,High,F,3.39,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,0.77,Land,Low,C,0.92,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,1.21,Land,Medium,D,0.76,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,1.11,Air,Medium,F,1.25,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,0.15,Ship,Medium,C,0.05,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,0.77,Air,Medium,F,1.04,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Other,0.89,Ship,High,D,0.5,SINGAPORE,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,0.99,Land,High,D,1.11,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,0.46,Ship,High,D,0.41,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,0.16,Ship,High,C,0.16,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,1.12,Land,High,F,1.25,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.34,Air,High,F,4.22,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,1.66,Ship,High,D,1.39,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,0.53,Air,Medium,F,0.83,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,1.18,Land,Medium,C,0.64,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,1.91,Ship,Medium,D,0.96,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,0.72,Ship,High,C,0.73,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,1.69,Air,Medium,F,1.9,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,1.15,Land,High,B,1.21,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,1.33,Air,Low,F,3.99,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Other,0.59,Air,Low,F,1.47,JAPAN,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,0.12,Air,Medium,F,0.19,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,0.75,Air,Medium,F,1.18,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,0.84,Ship,Medium,C,0.42,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,0.95,Land,Medium,D,0.43,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,0.8,Ship,High,B,0.67,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,0.51,Ship,High,C,0.51,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,0.9,Land,Medium,B,0.41,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,1.35,Air,Medium,F,1.52,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,1.19,Air,Medium,F,1.61,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.58,Land,High,D,1.99,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.74,Ship,High,D,1.75,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Other,0.38,Air,Low,F,0.95,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,0.56,Land,Low,C,0.67,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,0.84,Air,Medium,F,0.95,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,0.88,Land,Low,C,1.06,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,1.16,Land,Medium,E,0.52,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,0.77,Land,High,C,0.97,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,1.9,Air,High,F,4.99,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.62,Ship,High,D,1.63,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,1.05,Ship,Medium,A,0.45,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,0.22,Air,Medium,F,0.35,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,0.79,Ship,Medium,E,0.34,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,0.83,Air,Medium,F,0.93,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Paper,1.3,Air,Medium,F,1.46,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.21,Ship,High,D,1.22,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,1.42,Air,High,F,4.47,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,1.71,Air,Medium,F,2.31,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Aluminum,1.63,Land,High,D,1.83,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,1.52,Land,Medium,D,0.82,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,0.7,Air,High,F,1.84,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,1.12,Land,Low,C,1.34,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Plastic,0.99,Ship,Low,E,0.95,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,1.36,Ship,High,D,1.14,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Steel,0.74,Land,High,C,0.93,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,1.71,Ship,Medium,D,0.86,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Bamboo,0.42,Land,Medium,E,0.23,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Other,0.51,Air,Medium,F,1.15,RUSSIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Glass,1.8,Air,High,F,4.72,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,1.79,Ship,Medium,D,0.9,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Other,1.51,Air,High,F,2.64,JAPAN,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
office chair,Cardboard,0.26,Air,Medium,F,0.41,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,0.38,Air,High,F,1.0,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,1.13,Land,Medium,A,0.61,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,0.39,Land,High,C,0.41,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Steel,0.4,Land,High,C,0.5,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,1.81,Ship,High,D,1.52,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,0.96,Ship,High,A,0.86,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,0.11,Ship,Medium,F,0.04,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,0.77,Land,Medium,C,0.42,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Cardboard,0.79,Ship,Medium,C,0.4,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,0.39,Ship,Low,A,0.37,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,1.84,Land,High,D,1.93,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Cardboard,1.56,Land,Medium,D,0.98,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,0.14,Ship,Low,D,0.13,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,1.23,Land,High,D,1.29,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,0.59,Land,High,A,0.62,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,0.16,Land,Low,C,0.19,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,0.65,Land,High,B,0.73,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,1.22,Ship,High,D,1.02,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,0.73,Ship,Medium,B,0.53,UK,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,1.93,Air,Low,F,5.79,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,0.34,Air,Medium,F,0.46,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Steel,0.49,Ship,High,C,0.49,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,0.78,Air,Low,F,2.34,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,1.2,Ship,Medium,A,0.52,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,0.25,Land,High,A,0.28,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Cardboard,1.46,Land,Medium,D,0.92,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,0.85,Land,Medium,C,0.38,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,0.19,Ship,Low,B,0.15,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Cardboard,0.78,Ship,Medium,C,0.39,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,0.28,Ship,High,A,0.25,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Steel,0.21,Land,High,C,0.26,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,1.75,Land,Low,D,2.1,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,0.44,Air,Medium,F,0.99,ITALY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,1.73,Land,High,D,1.94,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,0.16,Ship,Medium,A+,0.07,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,1.98,Land,High,D,1.39,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,0.5,Air,Low,F,1.5,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,1.84,Air,Medium,F,2.07,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,0.79,Ship,Low,A,0.76,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,0.21,Land,High,E,0.24,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,0.3,Land,Low,C,0.36,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,1.04,Land,Low,C,1.25,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,0.79,Ship,High,B,0.66,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,1.82,Land,Medium,D,1.64,UK,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,0.65,Land,Medium,A,0.29,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,1.37,Ship,Medium,D,0.59,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,1.12,Air,Medium,F,1.51,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,1.33,Land,High,D,1.49,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,1.8,Ship,High,D,1.61,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,1.86,Ship,High,D,1.04,USA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Aluminum,1.16,Ship,High,C,1.04,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,0.35,Air,Medium,F,0.39,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,1.06,Ship,Low,F,0.85,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,0.64,Ship,Medium,C,0.23,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Plastic,1.91,Land,Low,D,2.29,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Cardboard,0.38,Air,Medium,F,0.6,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,1.19,Ship,Medium,A,0.43,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,0.48,Ship,High,C,0.27,CHINA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,0.62,Land,Medium,B,0.33,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Steel,0.39,Ship,High,C,0.39,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Cardboard,0.72,Ship,Medium,D,0.36,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Glass,0.84,Land,High,B,0.88,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Steel,0.41,Land,High,C,0.52,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Cardboard,1.56,Ship,Medium,D,0.79,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Other,0.11,Land,Low,D,0.11,INDIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Bamboo,0.28,Ship,Medium,A+,0.12,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
notepad,Paper,1.69,Land,Medium,D,0.76,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
